DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux	qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	PA_1_1_1	P_RAIN_1_1_1	TA_1_1_0	TA_1_1_91	TA_1_1_1	CHK
DATA	2021-02-11T153000_smart3-00433.ghg	2021-02-11	16:00:00	42.6665	1	18000	18000	-0.0534735	0	NaN	28.1343	0	NaN	73.705	0	NaN	-0.992681	0	NaN	1.6738	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.41388e-11	3.6095e-12	NaN	NaN	16.59	406.045	412.467	0.1	0	636.099	15.5687	15.8149	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	298.45	296.981	101380	1.18234	1014.13	0.0244753	0.108462	0.0114625	1570.98	2943.81	0.00969479	53.3655	1372.83	286.894	-3.58984	-0.670301	0.231387	3.6592	-2.83303e-14	5.67442e-15	3.6592	5.62455	64.6132	190.577	3.62547	NaN	0.212666	0.391017	-30.1486	-0.132676	0.381715	-0.110332	0	90.0793	-13.6699	30.9213	76.9984	117.427	164.694	246.741	-0.0530371	1.00823	32.1155	1.01414	66.724	1.05434	-2.82625	1.05434	1.51526	1.05434	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	7	3	0	10	7	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	80	0.324939	0.387452	0.069643	0.0479124	0.000602995	175.24	NaN	NaN	0.0267843	-0.00282625	1.51526	NaN	NaN	289.744	102068	24.4376	391.544	15.0127	13.2919	77.8171	44.9842	1.17424	0.000497891	0.000492052	0.0000449604	0.0000538709	9999.99	9999.99	9999.99	10.2	0	NaN	NaN	290.212	194
DATA	2021-02-11T160000_smart3-00433.ghg	2021-02-11	16:30:00	42.6873	1	18000	18000	-0.0493501	0	NaN	30.188	0	NaN	81.468	0	NaN	-0.959299	0	NaN	1.85014	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.72257e-11	2.2206e-12	NaN	NaN	16.5739	406.144	412.648	0.1	0	643.139	15.7601	16.0125	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	298.499	297.013	101274	1.18089	1014.24	0.024505	0.119889	0.0115894	1588.53	2949.36	0.0098141	53.8602	1360.83	287.065	-2.87869	-1.13569	0.188212	3.10033	-3.62474e-14	3.45275e-15	3.10033	4.97346	53.4951	201.53	3.48039	NaN	0.204428	0.277887	-24.9391	-0.16039	0.37055	-0.123295	0	87.7148	-13.3111	30.1097	74.9773	114.345	160.371	240.265	-0.0489393	1.00839	34.6557	1.01334	74.2474	1.04767	-2.97191	1.04767	1.68616	1.04767	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	3	3	4	6	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	80	0.259664	0.227334	0.0687762	0.0584247	0.000800391	195.377	NaN	NaN	0.0289352	-0.00297191	1.68616	NaN	NaN	289.794	102062	24.42	391.256	15.1824	13.4628	77.7255	46.873	1.17153	0.000526131	0.000519848	0.0000460884	0.0000560911	9999.99	9999.99	9999.99	10.2	0	NaN	NaN	290.21	243
DATA	2021-02-11T163000_smart3-00433.ghg	2021-02-11	17:00:00	42.7082	0	18000	18000	-0.0686387	0	NaN	28.2167	0	NaN	76.835	0	NaN	-0.599673	0	NaN	1.74457	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.99045e-11	3.18186e-12	NaN	NaN	16.6038	406.643	413.336	0.1	0	661.175	16.1928	16.4593	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	298.328	296.802	101274	1.18154	1014.47	0.024491	0.113048	0.0119144	1631.92	2912.06	0.0100838	56.04	1280.14	287.48	-3.5827	-1.27686	0.21693	3.80962	-2.96444e-14	4.81242e-15	3.80962	5.76777	55.3692	199.616	3.26434	NaN	0.241024	0.430535	-43.7324	-0.0914654	0.367238	-0.0976695	0	88.9509	-13.4986	30.534	76.0339	115.956	162.631	243.65	-0.0680788	1.00822	32.365	1.01439	69.3909	1.05615	-2.48307	1.05615	1.57555	1.05615	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	7	1	8	6	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	79	0.339221	0.429531	0.0923182	0.0528823	0.00082219	146.76	NaN	NaN	0.0270015	-0.00248307	1.57555	NaN	NaN	289.435	102075	24.4349	391.427	15.5868	13.8699	77.2278	46.9475	1.12667	0.000494776	0.000489935	0.0000418874	0.0000512785	9999.99	9999.99	9999.99	10.2	0	NaN	NaN	290.15	117
DATA	2021-02-11T170000_smart3-00433.ghg	2021-02-11	17:30:00	42.729	0	18000	18000	-0.0789957	0	NaN	32.1085	0	NaN	68.7696	0	NaN	-1.06768	0	NaN	1.56124	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.11158e-11	-2.06175e-12	NaN	NaN	16.6317	407.342	414.147	0.1	0	670.836	16.4301	16.7046	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	298.213	296.665	101231	1.18147	1014.6	0.024492	0.101168	0.0120885	1655	2888.17	0.0102317	57.3027	1233.17	287.698	-3.85805	-0.887937	0.244224	3.96643	-1.85472e-14	-3.0734e-15	3.96643	5.92984	62.2506	192.961	3.53008	NaN	0.258577	0.394517	-47.4418	-0.0843138	0.4669	-0.103589	0	92.2145	-13.9939	31.6542	78.8235	120.211	168.597	252.59	-0.0783507	1.00823	35.7076	1.01466	61.4128	1.05804	-3.02643	1.05804	1.39422	1.05804	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	9	1	2	3	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	75	0.389573	0.302359	0.0971011	0.0459226	0.000527048	110.049	NaN	NaN	0.0297881	-0.00302643	1.39422	NaN	NaN	289.262	102095	24.44	391.771	15.8021	14.0847	76.8608	46.8403	1.10333	0.000454161	0.00045214	0.0000403906	0.0000479649	9999.99	9999.99	9999.99	10.203	0	NaN	NaN	289.907	137
DATA	2021-02-11T173000_smart3-00433.ghg	2021-02-11	18:00:00	42.7498	0	18000	18000	-0.0342603	0	NaN	20.6149	0	NaN	48.97	0	NaN	-0.734383	0	NaN	1.11145	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.43649e-11	2.1754e-12	NaN	NaN	16.6816	408.107	414.882	0.1	0	667.51	16.3303	16.6014	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.934	296.396	101249	1.1828	1014.54	0.0244645	0.0720218	0.0120285	1645.3	2841.73	0.0101695	57.8978	1196.43	287.607	-2.8868	-0.37172	0.202701	2.91768	-2.46017e-14	3.25898e-15	2.91768	4.74148	67.7808	187.337	3.98373	NaN	0.170192	0.260474	-21.0715	-0.18983	0.420969	-0.100939	1	62.9942	28	50	85	132	219	528	-0.0339712	1.00851	23.2708	1.01312	44.4462	1.04553	-2.05883	1.04553	1.00877	1.04553	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	5	9	1	13	7	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	74	0.252643	0.200175	0.0681308	0.0366403	0.000893969	103.345	NaN	NaN	0.0193924	-0.00205883	1.00877	NaN	NaN	289.038	102107	24.44	392.596	15.7097	13.9961	76.6937	50.4282	1.10305	0.000414294	0.000414364	0.0000411445	0.0000468883	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	289.731	073
DATA	2021-02-11T180000_smart3-00433.ghg	2021-02-11	18:30:00	42.7707	0	18000	18000	-0.0301846	0	NaN	19.9777	0	NaN	69.8337	0	NaN	0.177484	0	NaN	1.58472	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.59362e-10	6.12194e-12	NaN	NaN	16.741	409.243	415.78	0.1	0	643.109	15.7212	15.9723	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.702	296.223	101249	1.18376	1014.19	0.0244456	0.10269	0.0115888	1584.24	2812.3	0.00978982	56.3324	1228.06	287.023	-2.4876	-0.52828	0.186096	2.54987	1.75793e-13	9.51928e-15	2.54987	4.61581	61.2874	191.99	4.1853	NaN	0.159684	0.601761	-17.9575	-0.222748	0.286075	-0.104207	1	56.1571	25	45	76	116	191	457	-0.0299191	1.00887	23.9052	1.0128	64.4865	1.04129	-1.35251	1.04129	1.46337	1.04129	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	4	0	12	1	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	79	0.409096	0.736549	0.0578776	0.0292047	0.000507425	210.991	NaN	NaN	0.0199116	-0.00135251	1.46337	NaN	NaN	288.906	102119	24.4359	393.769	15.1267	13.4148	77.1001	49.0448	1.13725	0.000424494	0.000423963	0.000040011	0.0000468067	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	289.467	042
DATA	2021-02-11T183000_smart3-00433.ghg	2021-02-11	19:00:00	42.7915	0	18000	18000	-0.0242445	1	NaN	15.1172	0	NaN	53.0359	0	NaN	0.485748	0	NaN	1.20343	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.62382e-11	3.58248e-12	NaN	NaN	16.7575	409.489	415.827	0.1	0	623.799	15.2433	15.4792	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.57	296.137	101243	1.18425	1013.93	0.0244362	0.077982	0.0112409	1536.22	2797.64	0.00949197	54.9112	1261.42	286.55	-2.14411	-1.35664	0.114483	2.53984	1.09727e-14	5.743e-15	2.53984	3.84605	42.7526	212.323	2.58347	NaN	0.143082	0.12855	-17.0701	-0.234328	0.285038	-0.0879909	1	63.5198	28	50	85	131	214	508	-0.0240309	1.00888	18.0996	1.01279	49.0431	1.04117	-0.68881	1.04117	1.11283	1.04117	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	4	0	18	14	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	80	0.11634	0.0970732	0.0436867	0.0236662	0.000643313	133.162	NaN	NaN	0.0150737	-0.00068881	1.11283	NaN	NaN	288.754	102115	24.43	393.963	14.6653	12.9408	77.3748	47.2942	1.16187	0.000404487	0.000403756	0.0000374209	0.0000443079	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	289.346	205
DATA	2021-02-11T190000_smart3-00433.ghg	2021-02-11	19:30:00	42.8123	0	18000	18000	-0.0316353	1	NaN	21.9773	0	NaN	57.1351	0	NaN	0.308645	1	NaN	1.29611	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.69189e-12	1.71803e-13	NaN	NaN	16.8463	411.264	417.552	0.1	0	616.862	15.0593	15.2895	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.285	295.87	101243	1.1854	1013.82	0.0244127	0.0839877	0.0111159	1517.77	2752.78	0.0093773	55.1357	1235.02	286.365	-1.56901	-1.56668	0.104163	2.21971	3.87823e-14	2.78512e-16	2.21971	3.33249	30.026	224.957	2.68968	NaN	0.163363	0.13017	-17.4753	-0.228895	0.384655	-0.111943	1	45.4584	20	36	61	95	156	373	-0.0313407	1.0094	25.1289	1.01266	52.618	1.03763	-1.21739	1.03763	1.19364	1.03763	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	0	0	16	19	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	79	0.0910709	0.12776	0.0415086	0.049032	0.00166382	106.384	NaN	NaN	0.0209097	-0.00121739	1.19364	NaN	NaN	288.234	102110	24.4449	395.357	14.4768	12.743	77.132	47.9739	1.15454	0.000353255	0.000354377	0.0000356999	0.0000402286	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	289.13	135
DATA	2021-02-11T193000_smart3-00433.ghg	2021-02-11	20:00:00	42.8331	0	18000	18000	-0.0215934	0	NaN	8.76769	0	NaN	30.5063	0	NaN	1.20183	1	NaN	0.691495	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.69639e-11	1.7017e-12	NaN	NaN	17.0214	414.63	420.954	0	1	616.756	15.0238	15.2529	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	296.475	295.068	101189	1.188	1013.78	0.0243594	0.0448089	0.0111139	1513.39	2621.74	0.00935518	57.7247	1108.35	286.32	-1.52068	-0.642407	0.0946045	1.65351	-6.82372e-14	2.75911e-15	1.65351	2.78708	53.4429	202.902	3.27993	NaN	0.134819	0.168228	-24.6111	-0.162528	0.287406	-0.0539975	1	41.7675	18	34	58	90	151	373	-0.0213576	1.01104	10.4878	1.01299	28.4694	1.03194	0.481114	1.03194	0.645325	1.03194	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	5	7	0	28	14	26	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.0832669	0.219549	0.0336402	0.127718	0.0108509	55.3208	NaN	NaN	0.00870813	0.000481114	0.645325	NaN	NaN	287.58	102123	24.4508	398.509	14.4397	12.7066	76.4318	46.514	1.1178	0.000333726	0.000336301	0.0000314149	0.0000372642	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	288.633	001
DATA	2021-02-11T200000_smart3-00433.ghg	2021-02-11	20:30:00	42.854	0	18000	18000	-0.0178675	0	NaN	7.57812	0	NaN	25.8995	0	NaN	2.24086	1	NaN	0.586995	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.66785e-12	-2.06924e-13	NaN	NaN	17.0192	414.143	420.501	0	1	621.343	15.1197	15.3518	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	296.346	294.929	101251	1.18924	1013.83	0.0243339	0.0380372	0.0111966	1523.93	2599.71	0.00941493	58.6194	1075.78	286.427	-1.30718	-0.549056	0.0953506	1.42102	9.04653e-14	-3.33026e-16	1.42102	2.64006	53.4086	202.784	3.84746	NaN	0.122574	0.141967	-21.4084	-0.186842	0.292597	-0.0512779	1	38.0347	17	30	52	81	135	331	-0.0176524	1.01218	9.03522	1.01347	24.1999	1.02999	1.58855	1.02999	0.548473	1.02999	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	3	0	24	12	20	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.0838715	0.171957	0.028105	0.0233698	0.00926628	40.5016	NaN	NaN	0.00749384	0.00158855	0.548473	NaN	NaN	287.617	102130	24.46	398.483	14.5479	12.822	76.2762	45.7709	1.09481	0.000319375	0.000320689	0.0000298539	0.0000352419	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	288.315	066
DATA	2021-02-11T203000_smart3-00433.ghg	2021-02-11	21:00:00	42.8748	0	18000	18000	-0.01409	1	NaN	10.4426	0	NaN	19.8829	0	NaN	0.343914	0	NaN	0.450644	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-4.94495e-11	-1.83913e-12	NaN	NaN	16.9125	411.607	418.006	0.2	0	629.01	15.3085	15.5465	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	296.39	294.956	101251	1.18905	1013.94	0.0243375	0.0292017	0.0113348	1542.88	2603.9	0.00953264	59.2526	1061.02	286.616	-0.874342	-1.19737	0.0532192	1.48358	-5.2259e-14	-2.92385e-15	1.48358	2.19887	21.1288	233.862	2.05577	NaN	0.108857	0.0774555	-10.8825	-0.367561	0.525202	-0.0795686	1	41.3659	18	33	55	83	135	312	-0.0139252	1.01183	11.5012	1.01331	18.21	1.03048	-0.327375	1.03048	0.412727	1.03048	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000119	899999999	899999999	89999	89999	89	89	1	1	0	22	14	29	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	0.0569124	0.0743872	0.0236114	0.0177035	0.00108911	59.1693	NaN	NaN	0.00953966	-0.000327375	0.412727	NaN	NaN	287.759	102137	24.4517	396.152	14.7337	13.0167	76.2608	44.6381	1.08815	0.000332812	0.000334248	0.0000327399	0.0000375384	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	288.429	040
DATA	2021-02-11T210000_smart3-00433.ghg	2021-02-11	21:30:00	42.8956	0	18000	18000	-0.0101442	1	NaN	8.34665	0	NaN	16.5893	0	NaN	0.466926	0	NaN	0.376036	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.13877e-11	-8.08306e-13	NaN	NaN	16.9908	413.659	420.228	0	1	642.133	15.6334	15.8817	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	296.533	295.068	101264	1.18861	1014.12	0.024346	0.0243671	0.0115712	1575.66	2621.77	0.0097351	60.0993	1046.1	286.939	-0.657831	-1.17351	0.0328261	1.34571	-1.49843e-14	-1.25878e-15	1.34571	2.17716	14.7565	240.726	1.39776	NaN	0.0923824	0.0597805	-8.32324	-0.480582	0.503134	-0.0749541	1	41.9935	19	33	55	83	133	302	-0.0100175	1.01264	9.23317	1.01369	15.2186	1.02943	-0.0841325	1.02943	0.344965	1.02943	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	2	0	27	14	24	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.038972	0.0604121	0.0201769	0.0138908	0.00441412	25.7855	NaN	NaN	0.00765989	-0.0000841325	0.344965	NaN	NaN	287.826	102141	24.44	398.067	15.044	13.3369	75.7583	44.7565	1.07342	0.000343882	0.0003445	0.0000338441	0.0000388035	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	288.592	064
DATA	2021-02-11T213000_smart3-00433.ghg	2021-02-11	22:00:00	42.9165	0	18000	18000	-0.00763211	1	NaN	6.67228	0	NaN	10.5613	0	NaN	2.50492	0	NaN	0.239322	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.4772e-11	-5.47853e-13	NaN	NaN	17.2184	418.737	425.343	0.2	0	638.586	15.5299	15.7748	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	296.206	294.752	101264	1.18993	1014.05	0.0243191	0.0155081	0.0115073	1565.28	2571.65	0.00967059	60.8669	1006.37	286.838	-0.99396	-0.747568	0.0450545	1.24453	6.06224e-15	-8.57916e-16	1.24453	1.91166	38.3468	216.947	2.07468	NaN	0.0800869	0.0496987	-6.78322	-0.58969	0.63177	-0.0690447	1	42.8899	19	34	56	84	133	299	-0.00753151	1.01336	7.21554	1.01405	9.5935	1.02875	2.02397	1.02875	0.217393	1.02875	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	7	2	0	33	12	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	0.0351891	0.0459743	0.0182341	0.011415	0.0388379	14.356	NaN	NaN	0.00597979	0.00202397	0.217393	NaN	NaN	287.6	102145	24.4325	403.064	14.9486	13.2402	75.318	46.9967	1.07173	0.000321786	0.000323518	0.0000321873	0.0000367769	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	288.464	214
DATA	2021-02-11T220000_smart3-00433.ghg	2021-02-11	22:30:00	42.9373	0	18000	18000	-0.0087603	1	NaN	6.94156	0	NaN	9.59916	0	NaN	2.21854	0	NaN	0.217464	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.80433e-11	1.04027e-12	NaN	NaN	17.2551	419.369	425.996	0.2	0	640.08	15.5566	15.8024	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	295.936	294.481	101235	1.19067	1014.06	0.0243041	0.0140916	0.0115342	1567.5	2529.27	0.00968722	61.9743	961.773	286.86	-1.28355	-0.445327	0.0592374	1.3599	-2.32142e-14	1.62522e-15	1.3599	2.08201	55.5572	199.134	2.4966	NaN	0.0857757	0.0689482	-8.00888	-0.499446	0.723143	-0.0670251	1	46.1793	21	36	60	91	145	328	-0.00865172	1.01255	7.42487	1.01364	8.64369	1.02953	1.73954	1.02953	0.195818	1.02953	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	5	4	1	36	9	38	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.0373297	0.0762074	0.0243593	0.0915458	0.0121813	27.2987	NaN	NaN	0.00614942	0.00173954	0.195818	NaN	NaN	287.497	102140	24.4316	403.797	14.9789	13.2703	74.5355	45.0859	1.06112	0.000342846	0.000344691	0.000033719	0.0000386947	9999.99	9999.99	9999.99	10.21	0	NaN	NaN	288.394	107
