DATAH	filename	date	time	DOY	daytime	file_records	used_records	Tau	qc_Tau	rand_err_Tau	H	qc_H	rand_err_H	LE	qc_LE	rand_err_LE	co2_flux		qc_co2_flux	rand_err_co2_flux	h2o_flux	qc_h2o_flux	rand_err_h2o_flux	ch4_flux	qc_ch4_flux	rand_err_ch4_flux	none_flux	qc_none_flux	rand_err_none_flux	H_strg	LE_strg	co2_strg	h2o_strg	ch4_strg	none_strg	co2_v-adv	h2o_v-adv	ch4_v-adv	none_v-adv	co2_molar_density	co2_mole_fraction	co2_mixing_ratio	co2_time_lag	co2_def_timelag	h2o_molar_density	h2o_mole_fraction	h2o_mixing_ratio	h2o_time_lag	h2o_def_timelag	ch4_molar_density	ch4_mole_fraction	ch4_mixing_ratio	ch4_time_lag	ch4_def_timelag	none_molar_density	none_mole_fraction	none_mixing_ratio	none_time_lag	none_def_timelag	sonic_temperature	air_temperature	air_pressure	air_density	air_heat_capacity	air_molar_volume	ET	water_vapor_density	e	es	specific_humidity	RH	VPD	Tdew	u_unrot	v_unrot	w_unrot	u_rot	v_rot	w_rot	wind_speed	max_wind_speed	wind_dir	yaw	pitch	roll	u*	TKE	L	(z-d)/L	bowen_ratio	T*	model	x_peak	x_offset	x_10%	x_30%	x_50%	x_70%	x_90%	un_Tau	Tau_scf	un_H	H_scf	un_LE	LE_scf	un_co2_flux	co2_scf	un_h2o_flux	h2o_scf	un_ch4_flux	ch4_scf	un_none_flux	un_none_scf	spikes_hf	amplitude_resolution_hf	drop_out_hf	absolute_limits_hf	skewness_kurtosis_hf	skewness_kurtosis_sf	discontinuities_hf	discontinuities_sf	timelag_hf	timelag_sf	attack_angle_hf	non_steady_wind_hf	u_spikes	v_spikes	w_spikes	ts_spikes	co2_spikes	h2o_spikes	ch4_spikes	none_spikes	head_detect_LI-7200	t_out_LI-7200	t_in_LI-7200	aux_in_LI-7200	delta_p_LI-7200	chopper_LI-7200	detector_LI-7200	pll_LI-7200	sync_LI-7200	chopper_LI-7500	detector_LI-7500	pll_LI-7500	sync_LI-7500	not_ready_LI-7700	no_signal_LI-7700	re_unlocked_LI-7700	bad_temp_LI-7700	laser_temp_unregulated_LI-7700	block_temp_unregulated_LI-7700	motor_spinning_LI-7700	pump_on_LI-7700	top_heater_on_LI-7700	bottom_heater_on_LI-7700	calibrating_LI-7700	motor_failure_LI-7700	bad_aux_tc1_LI-7700	bad_aux_tc2_LI-7700	bad_aux_tc3_LI-7700	box_connected_LI-7700	mean_value_RSSI_LI-7200	mean_value_LI-7500	u_var	v_var	w_var	ts_var	co2_var	h2o_var	ch4_var	none_var	w/ts_cov	w/co2_cov	w/h2o_cov	w/ch4_cov	w/none_cov	air_t_mean	air_p_mean	vin_sf_mean	co2_mean	h2o_mean	dew_point_mean	co2_signal_strength_7500_mean	ch4_mean	rssi_77_mean	ch4_aux-1_mean	ch4_aux-2_mean	ch4_aux-3_mean	ch4_aux-4_mean	ch4_tc_1_mean	ch4_tc_2_mean	ch4_tc_3_mean	PA_1_1_1	P_RAIN_1_1_1	TA_1_1_1	CHK
DATA	2021-05-28T040000_smart3-00433.ghg	28/05/2021	04:30:00	148.1874	0	18000	18000	-0.00340545	1	NaN	-3.16877	1	NaN	1.31484	1	NaN	-2.31781	0.050064696	1	NaN	0.0296769	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.79E-11	1.76E-12	NaN	NaN	21.096	505.848	512.584	0	1	548.03	13.1409	13.3158	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.856	290.643	101195	1.20701	1012.64	0.0239784	0.00192306	0.0098755	1324.6	1992.4	0.00818181	66.4824	667.804	284.296	-0.193611	1.0985	0.0690528	1.11756	4.30E-14	3.22E-15	1.11756	1.51537	154.786	99.9958	3.54249	NaN	0.0531168	0.0272464	4.16294	0.960859	-2.41	0.0488085	1	114.165	50	112	248	503	1224	6818	-0.00333664	1.02062	-2.97605	1.04128	1.29715	1.16735	-1.83714	1.16735	0.0292774	1.16735	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	810000019	899999999	899999999	89999	89999	89	89	14	8	2	5	2	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	301	151	0	0	0	36	18000	18000	18000	18000	NaN	61	0.0148737	0.0381111	0.00150797	0.0623692	0.203054	49.229	NaN	NaN	-0.00243488	-0.00183714	0.0292774	NaN	NaN	286.458	101471	24.46	495.138	12.8627	10.8577	61.5904	564.297	0.106599	0.000401049	0.000411771	4.12142E-05	0.000046898	9999.99	9999.99	9999.99	101440	0	287.723	110
DATA	2021-05-28T043000_smart3-00433.ghg	28/05/2021	05:00:00	148.2083	1	18000	18000	0.00697476	1	NaN	-2.06687	1	NaN	1.66363	2	NaN	6.02322	-0.130101552	1	NaN	0.0375277	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-6.07E-11	-1.56E-12	NaN	NaN	20.8945	499.947	506.46	0	0	537.457	12.8599	13.0274	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.234	290.049	101195	1.20961	1012.47	0.0239272	0.00243179	0.00968498	1296.39	1918.93	0.00800672	67.5579	622.54	283.972	-0.292124	0.60316	0.0255301	0.670664	-3.14E-14	-2.91E-15	0.670664	1.63044	130.908	115.842	2.1816	NaN	0.0759351	0.0870173	18.6459	0.214524	-1.24239	0.0222252	1	23.3339	10	22	46	90	202	952	0.00689452	1.01164	-1.93529	1.01854	1.66639	1.06875	5.73204	1.06875	0.0375899	1.06875	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	801000019	899999999	899999999	89999	89999	89	89	2	0	0	1	4	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	65	0.137628	0.0349821	0.00142433	0.0325097	0.266775	31.455	NaN	NaN	-0.00158023	0.00573204	0.0375899	NaN	NaN	286.048	101479	24.46	489.67	12.5956	10.5442	63.9809	483.059	0.121152	0.00039923	0.000407628	4.17341E-05	4.71569E-05	9999.99	9999.99	9999.99	101443	0	287.739	11
DATA	2021-05-28T050000_smart3-00433.ghg	28/05/2021	05:30:00	148.2291	1	18000	18000	-0.00279671	1	NaN	-5.35208	0	NaN	-3.46178	1	NaN	9.28495	-0.20055492	0	NaN	-0.0780496	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-5.09E-11	-1.20E-12	NaN	NaN	22.3596	533.839	540.657	0	0	528.168	12.6101	12.7712	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	290.671	289.512	101220	1.21226	1012.32	0.0238752	-0.00505761	0.00951759	1271.62	1854.53	0.00785112	68.5684	582.91	283.682	0.43303	1.2295	0.0450804	1.30431	-3.15E-15	-2.28E-15	1.30431	2.15248	184.035	70.5978	1.98069	NaN	0.0480315	0.045324	1.82254	2.19474	1.54605	0.0907996	1	209.229	92	203	442	882	2096	NaN	-0.00269387	1.03818	-5.13375	1.07667	-2.33313	1.31386	7.35487	1.31386	-0.0526028	1.31386	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	7	1	1	7	15	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	64	0.0611069	0.0235207	0.00602039	0.079241	0.676285	94.8746	NaN	NaN	-0.00418333	0.00735487	-0.0526028	NaN	NaN	285.561	101483	24.4625	523.08	12.3563	10.2565	63.3574	480.56	0.124515	0.000362043	0.000374888	3.73829E-05	4.29317E-05	9999.99	9999.99	9999.99	101451	0	286.992	29
DATA	2021-05-28T053000_smart3-00433.ghg	28/05/2021	06:00:00	148.2499	1	18000	18000	-0.0183183	1	NaN	6.33756	1	NaN	8.26146	2	NaN	-14.9352	0.32260032	1	NaN	0.186334	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.33E-11	1.56E-12	NaN	NaN	21.6393	517.509	524.195	0	1	533.309	12.7542	12.919	0	1	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	291.078	289.904	101191	1.21022	1012.41	0.0239153	0.0120744	0.00961024	1285.74	1901.26	0.00794091	67.6255	615.524	283.848	0.150573	-0.234839	0.00305174	0.278981	-3.57E-14	2.92E-15	0.278981	2.09082	292.808	302.667	0.626762	NaN	0.12303	0.311229	-25.8618	-0.154668	0.767124	-0.0420429	1	2.57475	1	2	4	6	11	31	-0.0175533	1.04358	6.60685	1.03331	7.31535	1.05731	-14.5817	1.05731	0.164994	1.05731	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	801100019	899999999	899999999	89999	89999	89	89	2	1	0	3	0	12	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	63	0.39406	0.216105	0.0122934	0.366536	1.32897	237.783	NaN	NaN	0.00539233	-0.0145817	0.164994	NaN	NaN	286.061	101506	24.47	506.956	12.4963	10.4239	61.9538	448.577	0.133673	0.000340251	0.000354592	3.36984E-05	3.93341E-05	9999.99	9999.99	9999.99	101466	0	286.631	142
DATA	2021-05-28T060000_smart3-00433.ghg	28/05/2021	06:30:00	148.2707	1	18000	18000	-0.0148585	1	NaN	25.3918	1	NaN	24.141	1	NaN	-12.3046	0.26577936	1	NaN	0.5453	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.97E-11	-6.03E-13	NaN	NaN	20.3247	488.993	496.408	0	1	620.842	14.9369	15.1633	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	292.827	291.444	101191	1.20284	1013.65	0.024059	0.0353354	0.0111876	1504.71	2095.25	0.00930099	71.8155	590.537	286.232	-0.111225	-0.231608	0.0100555	0.257127	-1.54E-14	-9.71E-16	0.257127	1.57454	4.72656	244.348	2.24125	NaN	0.111143	0.1866	-4.76085	-0.840185	1.05181	-0.187376	1	2.11086	1	2	3	5	8	19	-0.0141981	1.04651	25.919	1.03526	20.5957	1.05935	-13.2367	1.05935	0.465217	1.05935	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	1	0	1	1	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	67	0.133998	0.227697	0.0115054	0.765944	0.497282	468.231	NaN	NaN	0.021258	-0.0132367	0.465217	NaN	NaN	288.116	101526	24.4642	479.499	14.6493	12.8289	68.0513	390.98	0.15822	0.000430057	0.000429642	3.80138E-05	4.49811E-05	9999.99	9999.99	9999.99	101484	0	288.127	69
DATA	2021-05-28T063000_smart3-00433.ghg	28/05/2021	07:00:00	148.2916	1	18000	18000	-0.0338152	1	NaN	32.7967	0	NaN	37.4536	0	NaN	-0.573574	0.012389198	1	NaN	0.847737	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.87E-11	1.32E-12	NaN	NaN	19.3343	468.572	476.178	0.1	0	659.038	15.972	16.2312	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	295.051	293.562	101218	1.19402	1014.27	0.0242352	0.0549333	0.0118759	1608.89	2390.24	0.00994613	67.3107	781.352	287.261	-0.047379	0.00777927	0.0216734	0.0526785	-2.03E-13	2.00E-15	0.0526785	1.9569	94.5814	170.676	24.2945	NaN	0.168287	0.26043	-12.8006	-0.312486	0.875663	-0.160922	1	0.0194247	1	NaN	NaN	NaN	NaN	NaN	-0.0295091	1.14592	31.7615	1.10336	30.1329	1.13405	-2.42709	1.13405	0.682039	1.13405	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800010019	899999999	899999999	89999	89999	89	89	1	0	0	6	0	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	72	0.0511789	0.43779	0.0318912	0.795289	0.0775526	83.7775	NaN	NaN	0.0262262	-0.00242709	0.682039	NaN	NaN	289.845	101553	24.46	458.776	15.6386	13.8428	71.1577	435.517	0.143977	0.00063379	0.000620283	4.80291E-05	6.29888E-05	9999.99	9999.99	9999.99	101515	0	289.305	25
DATA	2021-05-28T070000_smart3-00433.ghg	28/05/2021	07:30:00	148.3124	1	18000	18000	-0.0389653	1	NaN	49.7331	0	NaN	39.1992	0	NaN	-0.194856	0.00420889	1	NaN	0.889556	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.24E-11	-1.17E-12	NaN	NaN	18.9295	463.075	470.981	-0.1	0	686.185	16.7862	17.0728	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	297.825	296.246	101218	1.18284	1014.79	0.0244631	0.0576432	0.0123651	1690.47	2815.97	0.0104537	60.0315	1125.5	288.026	0.936501	0.297135	0.0202492	0.982717	1.82E-13	-1.71E-15	0.982717	2.59437	241.568	17.6033	1.18068	NaN	0.1815	0.297744	-10.592	-0.377644	1.26873	-0.22828	1	11.0574	5	9	15	23	39	94	-0.0383552	1.01591	51.3251	1.01547	32.935	1.04192	-3.12129	1.04192	0.747401	1.04192	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	4	16	3	1	5	1	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.177985	0.373906	0.0435966	0.435585	0.0207519	118.494	NaN	NaN	0.0427591	-0.00312129	0.747401	NaN	NaN	291.21	101565	24.4509	451.247	16.3575	14.5378	71.7421	511.848	0.126756	0.000735758	0.000717561	4.95705E-05	6.83715E-05	9999.99	9999.99	9999.99	101525	0	290.739	152
DATA	2021-05-28T073000_smart3-00433.ghg	28/05/2021	08:00:00	148.3332	1	18000	18000	-0.0481771	0	NaN	67.6344	0	NaN	75.0809	0	NaN	-7.65338	0.165313008	1	NaN	1.70598	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.53E-11	-1.27E-12	NaN	NaN	18.8995	464.114	472.009	-0.1	0	681.114	16.7261	17.0106	-0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	299.128	297.547	101273	1.17833	1014.79	0.0245569	0.110547	0.0122737	1685.35	3045.25	0.0104162	55.3435	1359.9	287.979	0.762199	0.382493	0.013963	0.852902	2.54E-14	-1.87E-15	0.852902	2.50786	230.253	26.6488	0.938041	NaN	0.202203	0.284471	-10.7737	-0.371274	0.900821	-0.279731	0	99.2308	-15.0587	34.0627	84.821	129.357	181.425	271.808	-0.0473372	1.01774	71.0536	1.01656	65.3741	1.0422	-11.5465	1.0422	1.48542	1.0422	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	2	0	2	0	4	4	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.279816	0.239696	0.0494311	0.442037	0.0397258	159.401	NaN	NaN	0.0594218	-0.0115465	1.48542	NaN	NaN	292.189	101593	24.4525	451.917	16.2866	14.4744	72.0146	534.739	0.121295	0.00066966	0.000649175	4.25332E-05	6.00356E-05	9999.99	9999.99	9999.99	101547	0	292.09	221
DATA	2021-05-28T080000_smart3-00433.ghg	28/05/2021	08:30:00	148.3541	1	18000	18000	-0.0671067	0	NaN	95.2273	0	NaN	107.05	0	NaN	-10.8755	0.2349108	0	NaN	2.43569	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.72E-10	-6.54E-12	NaN	NaN	17.8565	440.759	448.27	-0.1	0	678.805	16.7552	17.0407	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	300.54	298.949	101230	1.17229	1014.84	0.0246834	0.157833	0.0122321	1687.55	3310.35	0.0104343	50.9779	1622.8	287.999	0.464538	0.489573	0.0672013	0.678228	-1.94E-15	-9.63E-15	0.678228	3.616	217.428	46.503	5.6864	NaN	0.239257	0.389227	-12.6734	-0.315622	0.889559	-0.334553	0	101.007	-15.3282	34.6725	86.3394	131.673	184.673	276.674	-0.0657091	1.02127	99.9519	1.01875	93.2258	1.04346	-16.028	1.04346	2.12115	1.04346	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800100019	899999999	899999999	89999	89999	89	89	1	10	6	6	11	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	26	18000	18000	18000	18000	NaN	73	0.47944	0.232809	0.0662052	0.550387	0.0701901	324.797	NaN	NaN	0.0840156	-0.016028	2.12115	NaN	NaN	293.328	101604	24.46	428.587	16.2931	14.4803	72.2036	545.143	0.119995	0.000627088	0.00058791	2.99517E-05	4.82413E-05	9999.99	9999.99	9999.99	101556	0	293.564	141
DATA	2021-05-28T083000_smart3-00433.ghg	28/05/2021	09:00:00	148.3749	1	18000	18000	-0.0707706	0	NaN	115.676	0	NaN	174.422	0	NaN	-7.59954	0.164150064	0	NaN	3.9728	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.07E-10	-4.19E-12	NaN	NaN	17.3175	429.022	436.353	0	0	678.224	16.8023	17.0894	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	301.642	300.041	101230	1.168	1014.89	0.0247739	0.257437	0.0122216	1692.26	3530.59	0.0104637	47.9315	1838.33	288.043	-0.149754	0.845625	0.0892741	0.86341	-4.05E-15	-6.18E-15	0.86341	3.84751	158.729	100.043	5.93483	NaN	0.246153	0.552411	-11.3617	-0.352059	0.663197	-0.396438	0	99.3994	-15.0842	34.1206	84.9651	129.577	181.734	272.27	-0.0695484	1.01757	124.417	1.01646	155.275	1.04216	-14.3235	1.04216	3.53668	1.04216	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	0	1	6	11	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.542037	0.48984	0.0729443	0.489501	0.0258599	477.329	NaN	NaN	0.104958	-0.0143235	3.53668	NaN	NaN	294.478	101605	24.4368	417.283	16.3427	14.5248	72.6829	504.596	0.127964	0.000561873	0.000514608	2.14559E-05	3.71675E-05	9999.99	9999.99	9999.99	101558	0	294.49	71
DATA	2021-05-28T090000_smart3-00433.ghg	28/05/2021	09:30:00	148.3957	1	18000	18000	-0.0645258	0	NaN	125.496	0	NaN	220.16	0	NaN	-8.12051	0.175403016	0	NaN	5.01815	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-9.62E-11	-3.77E-12	NaN	NaN	17.0399	423.41	430.55	0	0	667.392	16.5835	16.8631	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	302.355	300.771	101165	1.16453	1014.79	0.0248482	0.325176	0.0120264	1669.29	3684.82	0.0103273	45.3017	2015.53	287.831	-0.254369	0.994017	0.122788	1.03337	5.51E-14	-5.65E-15	1.03337	4.34185	146.402	104.354	6.82417	NaN	0.235392	0.800318	-9.15412	-0.436962	0.570019	-0.45114	0	84.9152	-12.8862	29.1486	72.5842	110.695	155.252	232.596	-0.0635527	1.01531	137.067	1.01512	197.896	1.04191	-15.5971	1.04191	4.51066	1.04191	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	6	0	5	15	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	0.48622	1.01552	0.0988925	0.464514	0.0128525	713.519	NaN	NaN	0.115986	-0.0155971	4.51066	NaN	NaN	294.921	101593	24.4275	411.261	16.1077	14.2948	72.9383	485.006	0.135854	0.000514617	0.000459758	1.43068E-05	2.99105E-05	9999.99	9999.99	9999.99	101546	0	295.093	66
DATA	2021-05-28T093000_smart3-00433.ghg	28/05/2021	10:00:00	148.4165	1	18000	18000	-0.124032	0	NaN	105.41	0	NaN	230.828	0	NaN	-7.14861	0.154409976	0	NaN	5.26716	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.79E-10	1.09E-11	NaN	NaN	16.8992	421.453	428.512	0	0	660.553	16.4737	16.7496	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	303.496	301.916	101177	1.16028	1014.76	0.0249392	0.341312	0.0119032	1658.47	3938.7	0.0102589	42.1071	2280.23	287.73	0.564812	0.966607	0.101141	1.12409	-6.32E-14	1.65E-14	1.12409	4.41556	197.495	59.7012	5.16221	NaN	0.326953	0.997367	-29.2066	-0.136955	0.456661	-0.273823	0	110.268	-16.7335	37.8513	94.2551	143.745	201.604	302.04	-0.122274	1.01438	118.051	1.0146	209.652	1.04202	-13.789	1.04202	4.78395	1.04202	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	1	0	1	11	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.07832	0.817124	0.0992871	0.547754	0.00960258	1032.2	NaN	NaN	0.100263	-0.013789	4.78395	NaN	NaN	296.125	101595	24.43	409.522	16.0074	14.1945	73.0667	447.343	0.152023	0.000470513	0.000403981	1.44667E-05	0.000027476	9999.99	9999.99	9999.99	101530	0	296.031	2
DATA	2021-05-28T100000_smart3-00433.ghg	28/05/2021	10:30:00	148.4374	1	18000	18000	-0.096131	1	NaN	95.0571	0	NaN	260.487	0	NaN	-6.92784	0.149641344	0	NaN	5.94825	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.97E-10	1.15E-11	NaN	NaN	16.8374	420.821	427.806	0	0	653.273	16.3275	16.5985	0	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.228	302.659	101201	1.15778	1014.7	0.0249933	0.385446	0.011772	1644.23	4111.35	0.0101677	39.9925	2467.12	287.597	0.865997	0.824331	0.0239903	1.19585	1.80E-13	1.77E-14	1.19585	5.384	222.15	43.588	1.14951	NaN	0.28815	0.994589	-22.1745	-0.180388	0.364921	-0.280803	0	102.415	-15.5419	35.1558	87.543	133.509	187.248	280.531	-0.0948276	1.01375	109.744	1.01425	238.543	1.04219	-13.3563	1.04219	5.44715	1.04219	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	1	1	2	4	15	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	36	18000	18000	18000	18000	NaN	73	1.15419	0.742228	0.0927617	0.560023	0.0112805	1062.64	NaN	NaN	0.0934149	-0.0133563	5.44715	NaN	NaN	297.065	101592	24.4275	409.332	15.8818	14.0714	73.2791	458.997	0.151818	0.000414443	0.000355238	1.40109E-05	2.47674E-05	9999.99	9999.99	9999.99	101528	0	296.621	124
DATA	2021-05-28T103000_smart3-00433.ghg	28/05/2021	11:00:00	148.4582	1	18000	18000	-0.0850726	1	NaN	129.429	0	NaN	274.912	0	NaN	-3.89305	0.08408988	0	NaN	6.27803	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.56E-10	1.05E-11	NaN	NaN	16.9321	423.268	430.717	0.1	0	691.834	17.2944	17.5988	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.384	302.722	101235	1.1575	1015.24	0.0249979	0.406817	0.0124668	1741.64	4125.99	0.0107705	42.2114	2384.35	288.49	-2.35328	-0.351949	0.104003	2.38173	4.55E-14	1.51E-14	2.38173	5.95263	67.5788	188.506	2.50273	NaN	0.271103	1.45643	-13.5684	-0.294804	0.470802	-0.406263	0	76.1905	-11.5622	26.1537	65.1265	99.322	139.301	208.698	-0.0843045	1.00911	144.597	1.01271	246.668	1.05065	-12.0846	1.05065	5.63303	1.05065	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	0	0	0	2	21	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.89404	0.84681	0.172011	0.448736	0.0161782	1788.86	NaN	NaN	0.123046	-0.0120846	5.63303	NaN	NaN	296.981	101592	24.42	411.519	16.8134	14.9451	73.6336	470.363	0.14691	0.000332596	0.00026857	6.94674E-06	0.000015385	9999.99	9999.99	9999.99	101527	0	297.192	146
DATA	2021-05-28T110000_smart3-00433.ghg	28/05/2021	11:30:00	148.479	1	18000	18000	-0.212585	0	NaN	180.68	0	NaN	332.072	0	NaN	-5.6935	0.1229796	NaN	7.58557	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.97E-10	-1.68E-11	NaN	NaN	16.8742	422.315	430.013	0.1	0	715.275	17.9013	18.2276	0.1	0	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	9	304.741	303.018	101235	1.15611	1015.58	0.0250272	0.491545	0.0128893	1802.41	4196.8	0.0111488	42.9473	2394.39	289.025	-2.43806	-1.15931	0.135624	2.70306	8.64E-14	-2.35E-14	2.70306	6.48595	53.9735	205.431	2.87598	NaN	0.428812	1.60379	-38.4677	-0.103983	0.5441	-0.358863	0	104.708	-15.8898	35.9428	89.5027	136.497	191.439	286.811	-0.210752	1.0087	198.636	1.01291	294.421	1.05379	-16.5581	1.05379	6.7255	1.05379	NaN	NaN	NaN	NaN	800000009	800000019	800000009	800000009	800000019	800000019	899999999	899999999	89999	89999	89	89	3	2	3	0	24	8	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	0	0	0	18000	0	18000	0	0	101	0	0	0	0	31	18000	18000	18000	18000	NaN	73	1.0198	1.99342	0.194369	0.652231	0.00894246	1120.62	NaN	NaN	0.169177	-0.0165581	6.7255	NaN	NaN	297.278	101551	24.4142	410.689	17.4087	15.4911	73.6524	485.053	0.138776	0.000444371	0.000381651	0.000013404	2.51329E-05	9999.99	9999.99	9999.99	101495	0	297.32	6	
