TIMESTAMP_START,TIMESTAMP_END,TA,SW_IN,PA,P,VPD,WS,WD,RH,USTAR,NEE,year,month,day,hour,minute,WD[rad],W_v_axis,V_SIGMA,MO_LENGTH,NEE_0,TIMESTAMP_END,NEE_1,NEE_2
2017-01-01 10:00:00,2017-01-01 10:30:00,269.44899999999996,247.727,78.62,0.0,314.40000000000003,0.495,15.9237,24.26,0.0406,0.30533,2017,1,1,10,0,0.27778010000000003,0.13573965359537685,0.6831677267269887,1.8131959999999998,,2017-01-01 10:30:00,0.30533,0.30533
2017-01-01 10:30:00,2017-01-01 11:00:00,269.397,290.488,78.61,0.0,318.0,0.187,120.946,23.86,0.05038,1.23187,2017,1,1,10,30,2.1098357777777776,0.16048379988547676,0.6831677267269887,2.79195884,,2017-01-01 11:00:00,1.23187,1.23187
2017-01-01 11:00:00,2017-01-01 11:30:00,269.344,339.619,78.59,0.0,321.7,0.752,188.697,26.29,0.08906,0.949244,2017,1,1,11,0,3.2917143333333336,-0.11246795047320508,0.6831677267269887,8.724851959999999,,2017-01-01 11:30:00,0.949244,0.949244
2017-01-01 11:30:00,2017-01-01 12:00:00,269.864,363.428,78.56,0.0,332.4,0.612,195.056,25.96,0.08028,0.693285,2017,1,1,11,30,3.402643555555556,-0.157954746414716,0.6831677267269887,7.08936624,,2017-01-01 12:00:00,0.693285,0.693285
2017-01-01 12:00:00,2017-01-01 12:30:00,270.38399999999996,382.624,78.53,0.0,343.2,1.681,197.6,27.7,0.06913,0.775354,2017,1,1,12,0,3.4470222222222224,-0.5054815584618212,0.6831677267269887,5.25685259,,2017-01-01 12:30:00,0.775354,0.775354
2017-01-01 12:30:00,2017-01-01 13:00:00,270.628,383.748,78.5,0.0,348.9,1.692,195.266,27.92,,0.775354,2017,1,1,12,30,3.4063068888888886,-0.44268382800738526,0.6831677267269887,,,2017-01-01 13:00:00,0.775354,0.775354
2017-01-01 13:00:00,2017-01-01 13:30:00,270.873,369.21,78.47,0.0,354.59999999999997,1.354,182.772,26.65,0.07575,0.7779,2017,1,1,13,0,3.188356,-0.06329449630699212,0.6831677267269887,6.31186875,,2017-01-01 13:30:00,0.7779,0.7779
2017-01-01 13:30:00,2017-01-01 14:00:00,271.061,347.388,78.44,0.0,362.3,1.825,193.156,27.98,0.12088,0.873558,2017,1,1,13,30,3.3694991111111112,-0.41233796956953356,0.6831677267269887,16.07317184,,2017-01-01 14:00:00,0.873558,0.873558
2017-01-01 14:00:00,2017-01-01 14:30:00,271.25,301.89,78.42,0.0,370.0,1.592,204.303,28.11,0.07936,0.839622,2017,1,1,14,0,3.5639523333333334,-0.652582949995827,0.6831677267269887,6.927810559999999,,2017-01-01 14:30:00,0.839622,0.839622
2017-01-01 14:30:00,2017-01-01 15:00:00,271.40799999999996,260.363,78.41,0.0,379.2,1.361,194.363,26.8,0.08918,0.946747,2017,1,1,14,30,3.390554555555556,-0.33534767806496163,0.6831677267269887,8.748379639999998,,2017-01-01 15:00:00,0.946747,0.946747
2017-01-01 15:00:00,2017-01-01 15:30:00,271.566,188.81,78.4,0.0,388.3,0.96,210.651,26.04,0.0862,0.846173,2017,1,1,15,0,3.674689666666667,-0.48787491581413206,0.6831677267269887,8.173484,,2017-01-01 15:30:00,0.846173,0.846173
2017-01-01 15:30:00,2017-01-01 16:00:00,271.38599999999997,135.389,78.39,0.0,382.7,0.395,221.811,23.95,0.05949,0.970913,2017,1,1,15,30,3.869369666666667,-0.2627585328982283,0.6831677267269887,3.89296611,,2017-01-01 16:00:00,0.970913,0.970913
2017-01-01 16:00:00,2017-01-01 16:30:00,271.20599999999996,63.482,78.39,0.0,377.09999999999997,0.502,350.571,28.21,0.07668,1.04406,2017,1,1,16,0,6.115516333333334,-0.08377600275415563,0.6831677267269887,6.46780464,,2017-01-01 16:30:00,1.04406,1.04406
2017-01-01 16:30:00,2017-01-01 17:00:00,270.431,8.004,78.38,0.0,349.8,1.136,32.6029,32.01,0.04141,0.838308,2017,1,1,16,30,0.5687394777777778,0.6118159578279038,0.6831677267269887,1.88626691,,2017-01-01 17:00:00,0.838308,0.838308
2017-01-01 17:00:00,2017-01-01 17:30:00,269.65599999999995,0.0,78.39,0.0,322.5,0.911,58.8793,32.41,0.04131,0.842326,2017,1,1,17,0,1.0271166777777778,0.7796438565599474,0.6831677267269887,1.87716771,,2017-01-01 17:30:00,0.842326,0.842326
2017-01-01 17:30:00,2017-01-01 18:00:00,269.325,0.0,78.4,0.0,312.59999999999997,0.641,49.6857,34.11,0.05371,0.6773,2017,1,1,17,30,0.8667394333333333,0.4885845442374731,0.6831677267269887,3.1732405100000003,,2017-01-01 18:00:00,0.6773,0.6773
2017-01-01 18:00:00,2017-01-01 18:30:00,268.993,0.0,78.4,0.0,302.59999999999997,0.943,46.8171,34.86,0.04358,0.577872,2017,1,1,18,0,0.8166983,0.6873426654154162,0.6831677267269887,2.0891380400000004,,2017-01-01 18:30:00,0.577872,0.577872
2017-01-01 18:30:00,2017-01-01 19:00:00,268.58599999999996,0.0,78.41,0.0,294.09999999999997,0.796,53.5071,36.36,0.05673,0.473554,2017,1,1,18,30,0.9334016333333334,0.6397045332772716,0.6831677267269887,3.5401221900000004,,2017-01-01 19:00:00,0.473554,0.473554
2017-01-01 19:00:00,2017-01-01 19:30:00,268.179,0.0,78.41,0.0,285.70000000000005,0.709,54.9748,36.66,,0.431246,2017,1,1,19,0,0.9590048444444446,0.5804018786010255,0.6831677267269887,,,2017-01-01 19:30:00,0.431246,0.431246
2017-01-01 19:30:00,2017-01-01 20:00:00,267.834,0.0,78.41,0.0,279.3,0.941,33.4171,37.85,0.04431,0.404131,2017,1,1,19,30,0.5829427444444444,0.51800455586841,0.6831677267269887,2.15971371,,2017-01-01 20:00:00,0.404131,0.404131
2017-01-01 20:00:00,2017-01-01 20:30:00,267.489,0.0,78.41,0.0,273.0,1.022,43.465,37.3,,0.378512,2017,1,1,20,0,0.7582227777777779,0.7027600707265617,0.6831677267269887,,,2017-01-01 20:30:00,0.378512,0.378512
2017-01-01 20:30:00,2017-01-01 21:00:00,267.282,0.0,78.41,0.0,267.6,1.135,41.3147,36.04,0.0346,0.408568,2017,1,1,20,30,0.7207119888888889,0.7490089527080976,0.6831677267269887,1.316876,,2017-01-01 21:00:00,0.408568,0.408568
2017-01-01 21:00:00,2017-01-01 21:30:00,267.075,0.0,78.41,0.0,262.2,0.937,46.2789,34.63,0.0441,0.406649,2017,1,1,21,0,0.8073097000000001,0.6769165332167626,0.6831677267269887,2.139291,,2017-01-01 21:30:00,0.406649,0.406649
2017-01-01 21:30:00,2017-01-01 22:00:00,266.58799999999997,0.0,78.41,0.0,255.79999999999998,1.084,45.3994,35.22,0.03728,0.404131,2017,1,1,21,30,0.7919673111111111,0.7715224522756572,0.6831677267269887,1.5287782399999998,,2017-01-01 22:00:00,0.404131,0.404131
2017-01-01 22:00:00,2017-01-01 22:30:00,266.102,0.0,78.41,0.0,249.40000000000003,1.16,36.4408,34.07,0.0683,0.406649,2017,1,1,22,0,0.6356895111111112,0.6887296758556593,0.6831677267269887,5.131379,,2017-01-01 22:30:00,0.406649,0.406649
2017-01-01 22:30:00,2017-01-01 23:00:00,266.02599999999995,0.0,78.39,0.0,250.1,0.85,49.7747,33.02,0.06135,0.404131,2017,1,1,22,30,0.8682919888888889,0.6487424839999989,0.6831677267269887,4.1402047500000005,,2017-01-01 23:00:00,0.404131,0.404131
2017-01-01 23:00:00,2017-01-01 23:30:00,265.95,0.0,78.4,0.0,250.8,1.101,44.1354,32.17,0.05339,0.378512,2017,1,1,23,0,0.7699175333333332,0.7663797118490172,0.6831677267269887,3.1355413100000002,,2017-01-01 23:30:00,0.378512,0.378512
2017-01-01 23:30:00,2017-01-02 00:00:00,265.715,0.0,78.4,0.0,245.00000000000003,0.887,51.6307,30.44,0.04193,0.408568,2017,1,1,23,30,0.9006688777777777,0.6951796112143191,0.6831677267269887,1.93393739,,2017-01-02 00:00:00,0.408568,0.408568
2017-01-02 00:00:00,2017-01-02 00:30:00,265.47999999999996,0.0,78.39,0.0,239.1,0.928,34.1288,30.65,0.05909,0.408568,2017,1,2,0,0,0.5953579555555556,0.5204271874952013,0.6831677267269887,3.8407909099999995,,2017-01-02 00:30:00,0.408568,0.408568
2017-01-02 00:30:00,2017-01-02 01:00:00,265.193,0.0,78.37,0.0,233.6,1.155,44.2465,29.5,0.02883,0.4248,2017,1,2,0,30,0.7718556111111111,0.8055734637487327,0.6831677267269887,0.9142857900000001,,2017-01-02 01:00:00,0.4248,0.4248
2017-01-02 01:00:00,2017-01-02 01:30:00,264.905,0.0,78.36,0.0,228.2,1.209,35.1514,28.63,0.04553,0.379465,2017,1,2,1,0,0.6131966444444445,0.6957609442559347,0.6831677267269887,2.2802789900000002,,2017-01-02 01:30:00,0.379465,0.379465
2017-01-02 01:30:00,2017-01-02 02:00:00,264.88199999999995,0.0,78.35,0.0,227.0,1.258,33.2361,27.04,0.06508,0.408568,2017,1,2,1,30,0.5797853000000001,0.6891881742243468,0.6831677267269887,4.65894704,,2017-01-02 02:00:00,0.408568,0.408568
2017-01-02 02:00:00,2017-01-02 02:30:00,264.85999999999996,0.0,78.35,0.0,225.89999999999998,0.957,59.7736,27.57,0.02822,0.408568,2017,1,2,2,0,1.0427172444444446,0.8266341736515446,0.6831677267269887,0.8760052399999999,,2017-01-02 02:30:00,0.408568,0.408568
2017-01-02 02:30:00,2017-01-02 03:00:00,264.782,0.0,78.35,0.0,224.00000000000003,1.348,41.8677,28.27,0.04543,0.378512,2017,1,2,2,30,0.7303587666666667,0.8993005894810577,0.6831677267269887,2.2702733899999994,,2017-01-02 03:00:00,0.378512,0.378512
2017-01-02 03:00:00,2017-01-02 03:30:00,264.705,0.0,78.33,0.0,222.2,1.028,53.2964,26.81,0.04093,0.432859,2017,1,2,3,0,0.9297260888888889,0.8238969298522142,0.6831677267269887,1.8427913900000001,,2017-01-02 03:30:00,0.432859,0.432859
2017-01-02 03:30:00,2017-01-02 04:00:00,264.614,0.0,78.32,0.0,221.60000000000002,0.895,60.5057,25.31,0.02416,0.4248,2017,1,2,3,30,1.0554883222222222,0.7787761753402597,0.6831677267269887,0.64207616,,2017-01-02 04:00:00,0.4248,0.4248
2017-01-02 04:00:00,2017-01-02 04:30:00,264.522,0.0,78.31,0.0,221.1,1.009,41.8278,25.44,0.10956,0.408568,2017,1,2,4,0,0.7296627333333335,0.6726178390652319,0.6831677267269887,13.20373296,,2017-01-02 04:30:00,0.408568,0.408568
2017-01-02 04:30:00,2017-01-02 05:00:00,264.351,0.0,78.29,0.0,218.00000000000003,0.901,39.0028,25.45,0.08581,0.408568,2017,1,2,4,30,0.6803821777777779,0.5668102243429196,0.6831677267269887,8.09969171,,2017-01-02 05:00:00,0.408568,0.408568
2017-01-02 05:00:00,2017-01-02 05:30:00,264.179,0.0,78.27,0.0,214.9,1.71,30.3248,25.76,0.05872,0.379465,2017,1,2,5,0,0.5289992888888889,0.8629851315968177,0.6831677267269887,3.79284224,,2017-01-02 05:30:00,0.379465,0.379465
2017-01-02 05:30:00,2017-01-02 06:00:00,264.17199999999997,0.0,78.26,0.0,215.60000000000002,1.093,40.809,23.15,0.05523,0.480186,2017,1,2,5,30,0.7118903333333333,0.7140199153749149,0.6831677267269887,3.3553881899999998,,2017-01-02 06:00:00,0.480186,0.480186
2017-01-02 06:00:00,2017-01-02 06:30:00,264.16499999999996,0.0,78.25,0.0,216.2,0.976,50.7171,21.8,0.03554,0.493068,2017,1,2,6,0,0.8847316333333334,0.7551751253393402,0.6831677267269887,1.3894007600000002,,2017-01-02 06:30:00,0.493068,0.493068
2017-01-02 06:30:00,2017-01-02 07:00:00,264.282,0.0,78.24,0.0,216.5,0.98,54.9316,21.98,0.05941,0.492904,2017,1,2,6,30,0.9582512444444445,0.801823622547999,0.6831677267269887,3.8825029099999995,,2017-01-02 07:00:00,0.492904,0.492904
2017-01-02 07:00:00,2017-01-02 07:30:00,264.399,0.0,78.24,0.0,216.8,1.189,39.8495,23.37,0.07131,0.408568,2017,1,2,7,0,0.6951523888888889,0.7615574427099405,0.6831677267269887,5.593627709999999,,2017-01-02 07:30:00,0.408568,0.408568
2017-01-02 07:30:00,2017-01-02 08:00:00,264.522,0.0,78.24,0.0,219.79999999999998,0.974,65.388,22.92,,0.408568,2017,1,2,7,30,1.1406573333333334,0.8852761958159263,0.6831677267269887,,,2017-01-02 08:00:00,0.408568,0.408568
2017-01-02 08:00:00,2017-01-02 08:30:00,264.64599999999996,0.0,78.24,0.0,222.7,1.194,28.4439,23.14,0.06822,0.404131,2017,1,2,8,0,0.49618803333333333,0.5684356370514576,0.6831677267269887,5.1193652400000005,,2017-01-02 08:30:00,0.404131,0.404131
2017-01-02 08:30:00,2017-01-02 09:00:00,264.775,51.425,78.24,0.0,223.89999999999998,0.972,47.7648,21.45,0.05041,0.889411,2017,1,2,8,30,0.8332303999999999,0.7193846218433576,0.6831677267269887,2.7952849100000003,,2017-01-02 09:00:00,0.889411,0.889411
2017-01-02 09:00:00,2017-01-02 09:30:00,264.904,118.346,78.24,0.0,225.1,1.494,24.2322,20.55,0.09729,0.632229,2017,1,2,9,0,0.42271726666666665,0.6128986358818412,0.6831677267269887,10.41187851,,2017-01-02 09:30:00,0.632229,0.632229
2017-01-02 09:30:00,2017-01-02 10:00:00,265.43199999999996,170.531,78.24,0.0,229.5,0.671,60.9999,19.86,0.06075,0.807434,2017,1,2,9,30,1.0641093666666666,0.586693591051952,0.6831677267269887,4.059618749999999,,2017-01-02 10:00:00,0.807434,0.807434
2017-01-02 10:00:00,2017-01-02 10:30:00,265.96099999999996,239.452,78.24,0.0,233.8,0.466,98.8516,20.85,0.04629,0.890383,2017,1,2,10,0,1.7244112444444444,0.460512576052538,0.6831677267269887,2.3570405099999996,,2017-01-02 10:30:00,0.890383,0.890383
2017-01-02 10:30:00,2017-01-02 11:00:00,266.26399999999995,280.854,78.24,0.0,237.3,0.428,47.817,21.39,0.04542,0.749967,2017,1,2,10,30,0.8341410000000001,0.317028030176777,0.6831677267269887,2.2692740400000004,,2017-01-02 11:00:00,0.749967,0.749967
2017-01-02 11:00:00,2017-01-02 11:30:00,266.568,323.874,78.23,0.0,240.79999999999998,0.779,34.7041,19.16,0.0582,0.419064,2017,1,2,11,0,0.6053937444444444,0.44331790659082,0.6831677267269887,3.7259640000000003,,2017-01-02 11:30:00,0.419064,0.419064
2017-01-02 11:30:00,2017-01-02 12:00:00,267.06899999999996,346.69,78.2,0.0,243.5,0.411,15.222,16.23,,0.68559,2017,1,2,11,30,0.26553933333333335,0.10785862173751361,0.6831677267269887,,,2017-01-02 12:00:00,0.68559,0.68559
2017-01-02 12:00:00,2017-01-02 12:30:00,267.57099999999997,359.938,78.16,0.0,246.20000000000002,1.481,170.838,17.65,0.13816,0.626223,2017,1,2,12,0,2.9801740000000003,0.2380242160230301,0.6831677267269887,20.997004160000003,,2017-01-02 12:30:00,0.626223,0.626223
2017-01-02 12:30:00,2017-01-02 13:00:00,267.894,361.158,78.12,0.0,247.9,1.669,184.494,18.12,0.12452,0.706113,2017,1,2,12,30,3.218395333333333,-0.12805769118255766,0.6831677267269887,17.055753440000004,,2017-01-02 13:00:00,0.706113,0.706113
2017-01-02 13:00:00,2017-01-02 13:30:00,268.21599999999995,363.679,78.09,0.0,249.6,1.579,191.148,18.65,0.10285,0.631656,2017,1,2,13,0,3.3344706666666672,-0.30266955699169545,0.6831677267269887,11.635934749999999,,2017-01-02 13:30:00,0.631656,0.631656
2017-01-02 13:30:00,2017-01-02 14:00:00,268.40599999999995,342.433,78.06,0.0,255.10000000000002,2.14,181.0,19.3,0.09964,0.767796,2017,1,2,13,30,3.1574444444444447,-0.03392141176268999,0.6831677267269887,10.920942560000002,,2017-01-02 14:00:00,0.767796,0.767796
2017-01-02 14:00:00,2017-01-02 14:30:00,268.59499999999997,292.388,78.03,0.0,260.59999999999997,1.972,188.424,20.63,0.12107,0.990743,2017,1,2,14,0,3.2869520000000003,-0.2856402476562423,0.6831677267269887,16.123739389999997,,2017-01-02 14:30:00,0.990743,0.990743
2017-01-02 14:30:00,2017-01-02 15:00:00,268.65,252.533,78.02,0.0,267.6,1.936,175.083,21.54,0.11733,0.892327,2017,1,2,14,30,3.054225666666667,0.16892739162754938,0.6831677267269887,15.142961790000001,,2017-01-02 15:00:00,0.892327,0.892327
2017-01-02 15:00:00,2017-01-02 15:30:00,268.705,172.94,78.01,0.0,274.7,1.263,191.045,21.16,0.09294,1.38939,2017,1,2,15,0,3.332673888888889,-0.23986966982859118,0.6831677267269887,9.501627959999999,,2017-01-02 15:30:00,1.38939,1.38939
2017-01-02 15:30:00,2017-01-02 16:00:00,268.604,124.564,78.01,0.0,275.09999999999997,0.526,206.8,22.61,0.15976,0.56682,2017,1,2,15,30,3.6075111111111116,-0.23630210694924314,0.6831677267269887,28.075583360000007,,2017-01-02 16:00:00,0.56682,0.56682
2017-01-02 16:00:00,2017-01-02 16:30:00,268.503,53.73,78.01,0.0,275.5,0.458,325.636,23.29,0.17143,0.357212,2017,1,2,16,0,5.680539111111112,-0.2596056181574422,0.6831677267269887,32.32706939,,2017-01-02 16:30:00,0.357212,0.357212
2017-01-02 16:30:00,2017-01-02 17:00:00,268.32099999999997,8.032,78.0,0.0,270.0,0.58,88.8827,25.79,0.14037,0.417633,2017,1,2,16,30,1.5505093222222222,0.5798806509525699,0.6831677267269887,21.674110589999998,,2017-01-02 17:00:00,0.417633,0.417633
2017-01-02 17:00:00,2017-01-02 17:30:00,268.138,0.0,77.98,0.0,264.40000000000003,0.893,70.7646,28.11,0.08594,0.709164,2017,1,2,17,0,1.2344491333333334,0.8429621176046932,0.6831677267269887,8.12425196,,2017-01-02 17:30:00,0.709164,0.709164
2017-01-02 17:30:00,2017-01-02 18:00:00,267.952,0.0,77.97,0.0,257.3,0.594,69.7062,27.96,0.05664,0.491644,2017,1,2,17,30,1.2159859333333334,0.5570011521580207,0.6831677267269887,3.52889856,,2017-01-02 18:00:00,0.491644,0.491644
2017-01-02 18:00:00,2017-01-02 18:30:00,267.76599999999996,0.0,77.97,0.0,250.1,0.98,55.9556,25.94,0.07322,0.574956,2017,1,2,18,0,0.9761143555555555,0.8117601805634843,0.6831677267269887,5.897285239999999,,2017-01-02 18:30:00,0.574956,0.574956
2017-01-02 18:30:00,2017-01-02 19:00:00,267.664,0.0,77.98,0.0,247.00000000000003,1.538,27.6029,25.54,0.09371,0.550344,2017,1,2,18,30,0.4815172555555556,0.7122853909914167,0.6831677267269887,9.65972051,,2017-01-02 19:00:00,0.550344,0.550344
2017-01-02 19:00:00,2017-01-02 19:30:00,267.561,0.0,77.98,0.0,243.9,1.583,24.4736,25.88,0.18362,0.58592,2017,1,2,19,0,0.4269283555555556,0.6554836070701135,0.6831677267269887,37.08793484,,2017-01-02 19:30:00,0.58592,0.58592
2017-01-02 19:30:00,2017-01-02 20:00:00,267.60999999999996,0.0,77.97,0.0,244.3,2.391,23.2364,24.86,0.14366,0.513518,2017,1,2,19,30,0.40534608888888884,0.9428593554958596,0.6831677267269887,22.702015160000002,,2017-01-02 20:00:00,0.513518,0.513518
2017-01-02 20:00:00,2017-01-02 20:30:00,267.65799999999996,0.0,77.96,0.0,244.79999999999998,2.568,17.9401,25.4,0.14695,0.488076,2017,1,2,20,0,0.3129550777777778,0.7906140637658133,0.6831677267269887,23.753732749999998,,2017-01-02 20:30:00,0.488076,0.488076
2017-01-02 20:30:00,2017-01-02 21:00:00,267.51399999999995,0.0,77.95,0.0,240.3,2.852,17.6947,27.74,0.1347,0.42223,2017,1,2,20,30,0.30867421111111115,0.8664255515681197,0.6831677267269887,19.958498999999993,,2017-01-02 21:00:00,0.42223,0.42223
2017-01-02 21:00:00,2017-01-02 21:30:00,267.36899999999997,0.0,77.96,0.0,235.9,2.505,16.2962,28.12,0.21599,0.62824,2017,1,2,21,0,0.2842781555555556,0.7025639524410453,0.6831677267269887,51.316848109999995,,2017-01-02 21:30:00,0.62824,0.62824
2017-01-02 21:30:00,2017-01-02 22:00:00,267.292,0.0,77.95,0.0,229.99999999999997,1.641,24.6507,31.1,0.10874,0.334734,2017,1,2,21,30,0.4300177666666667,0.6841114876656946,0.6831677267269887,13.006826360000002,,2017-01-02 22:00:00,0.334734,0.334734
2017-01-02 22:00:00,2017-01-02 22:30:00,267.215,0.0,77.95,0.0,224.10000000000002,2.523,11.4069,31.94,0.13411,0.320723,2017,1,2,22,0,0.19898703333333334,0.49873769410539254,0.6831677267269887,19.784041310000003,,2017-01-02 22:30:00,0.320723,0.320723
2017-01-02 22:30:00,2017-01-02 23:00:00,266.846,0.0,77.94,0.0,202.70000000000002,2.533,1.45224,34.1,0.27228,1.1266,2017,1,2,22,30,0.025333519999999998,0.06416294248650396,0.6831677267269887,81.55003824,,2017-01-02 23:00:00,1.1266,1.1266
2017-01-02 23:00:00,2017-01-02 23:30:00,266.477,0.0,77.92,0.0,181.20000000000002,2.563,12.9316,37.17,0.21316,1.00745,2017,1,2,23,0,0.22558457777777777,0.5732820158953932,0.6831677267269887,49.980904159999994,,2017-01-02 23:30:00,1.00745,1.00745
2017-01-02 23:30:00,2017-01-03 00:00:00,266.404,0.0,77.92,0.0,171.0,2.362,5.07161,39.95,0.22241,0.754223,2017,1,2,23,30,0.08847141888888889,0.2086969906960031,0.6831677267269887,54.41282891,,2017-01-03 00:00:00,0.754223,0.754223
2017-01-03 00:00:00,2017-01-03 00:30:00,266.33,0.0,77.93,0.0,160.8,0.614,19.473,42.42,0.33142,0.982196,2017,1,3,0,0,0.3396956666666667,0.20458490132951548,0.6831677267269887,120.82313803999999,,2017-01-03 00:30:00,0.982196,0.982196
